Вакансия,Зарплата,Тип
Горничная. Домработница,1 000,Резюме
Кассир,31 500,Вакансии
Водитель,50 000,Резюме
Требуется водитель на газ 3309 (газон) Категория С,40 000,Вакансии
Ищу работу,50 000,Резюме
Прораб,з/п не ук,Резюме
Менеджер по подбору персонала,з/п не ук,Резюме
Продавец-консультант (м. Кировский завод),30 000,Вакансии
Работники в пекарню,34 000,Вакансии
Продавец-консультант,30 000,Вакансии
Менеджер по продажам,30 000,Вакансии
Ищу вечернюю работу,15 000,Резюме
Вечерняя уборщица,8 000,Резюме
Работник оптового склада,28 000,Вакансии
Помощник юриста,з/п не ук,Резюме
"Дистанционную, удаленную сложности с ходьбой и езд",з/п не ук,Резюме
"Управляющий, менеджер ресторана",45 000,Резюме
Оператор пк (на склад),26 000,Вакансии
Энергетик / ответственный за электрохозяйство,12 000,Резюме
Кассир-специалист,25 000,Вакансии
Пекарь,33 500,Вакансии
"Инженер геодезист, оборудование sokkia",50 000,Вакансии
Техник по ремонтно строительным работам,35 000,Вакансии
Слесарь мср,30 000,Резюме
Менеджер по продажам,15 000,Вакансии
Помощник бухгалтера/бухгалтер,25 000,Резюме
Вентиляция - кондиционирования,з/п не ук,Резюме
"Продавец-кассир, оператор пк",25 000,Резюме
Рабочий на судостроительный завод,з/п не ук,Вакансии
Кладовщик,з/п не ук,Резюме
Программист 1С v7-8.3,10 000,Резюме
"Уборщица, помощница по-хозяйству",2 000,Резюме
Требуется Маляр-штукатур,35 000,Вакансии
Торговый представитель,30 000,Вакансии
Водитель на личном автомобиле,400,Резюме
Бухгалтер,30 000,Вакансии
"Главный бухгалтер, бухгалтер",8 000,Резюме
Сварщик. Полуавтомат,30 000,Вакансии
Монолитчики,45 000,Вакансии
Специалист по пожарной безопасности,40 000,Резюме
Бухгалтер,3 000,Резюме
Мойщица / уборщица,1 000,Вакансии
"Директор, Генеральный директор",500 000,Резюме
Гипрочник-монтажник,з/п не ук,Вакансии
Водитель,з/п не ук,Резюме
"Рабочий, разнорабочий, помощник",1 500,Резюме
Работа с детишками.),з/п не ук,Резюме
Разнорабочий,з/п не ук,Резюме
Массажистка,з/п не ук,Резюме
"Водитель, личный офисный, водитель экспедитор",40 000,Резюме
Оператор пк,з/п не ук,Резюме
Оператор 1С,23 000,Вакансии
Менеджер по продажам,30 000,Вакансии
Помощник бухгалтера,25 000,Резюме
Гипрочник,з/п не ук,Резюме
Переводчик с нидерландского (голландского),550,Резюме
Event-менеджер,37 000,Резюме
Бухгалтер,30 000,Резюме
"Контролер, администратор, охранник",25 000,Резюме
Кассир,23 000,Вакансии
Замерщик,65 000,Вакансии
Кондитер-фигурант,35 000,Вакансии
Требуется грузчик-комплектовщик,23 000,Вакансии
Офис-менеджер,27 000,Резюме
Укладчик товара в торговом зале,21 000,Вакансии
Электромонтажник,50 000,Резюме
Ищу работу,з/п не ук,Резюме
Кладовщик,30 000,Резюме
Продавец в мясной отдел (рубщик мяса),35 000,Вакансии
Оператор постпечатной обработки,з/п не ук,Резюме
"Водитель категории С - автокран, ямобур",40 000,Вакансии
"Бухгалтер, главный бухгалтер",25 000,Резюме
Водитель-экспедитор,60 000,Вакансии
Кладовщик,30 000,Вакансии
Продавец продовольственных товаров,2 200,Вакансии
"Фармацевт, Ночной фармацевт, Дежурант",з/п не ук,Резюме
Промоутер,30 000,Вакансии
Системный администратор,35 000,Резюме
"Бухгалтер, специалист по налогообложению",з/п не ук,Резюме
Разнорабочий. подсобник,1 500,Резюме
Нужна работа,30 000,Резюме
Бухгалтер,20 000,Резюме
Высотник-альпинист,,Резюме
Альпинисты-Высотники,999,Резюме
"Инженер электронщик, наладчик оборудования",з/п не ук,Резюме
"Кладовщик, комплектовщик",25 000,Резюме
Секретарь,20 000,Вакансии
Подработка пешим курьером,з/п не ук,Резюме
"Ручной труд упаковщица, утюжильщица, диспетчер",23 000,Резюме
"Слесарь-Электромонтажник 5 разряда, электромонтер",45 000,Резюме
Рабочие Разнорабочие,з/п не ук,Резюме
Ищу работу без специальной подготовки,20 000,Резюме
Завхоз. кладовщик. охранник,з/п не ук,Резюме
"Исполнительный директор, управляющий",60 000,Резюме
"Сиделка, няня, домработница, уборщица, продавец",30 000,Резюме
Менеджер,50 000,Резюме
На работу требуется сварщик,40 000,Вакансии
Менеджер по продажам,15 000,Вакансии
Бухгалтер на неполный рабочий день,з/п не ук,Резюме
Медицина(студентка 6 курса.),з/п не ук,Резюме
Преподаватель театральной студии,з/п не ук,Резюме
Штукатур,400,Резюме
Водитель кат. Б Стаж вождения 6 лет,30 000,Резюме
Репетитор английского языка,500,Резюме
Токарь в Колпино,46 000,Вакансии
Проектировщик электроснабжения (фриланс),20 000,Резюме
"Массажист, красносельский, кировский, московский",з/п не ук,Резюме
Проектировщик эм и эо,25 000,Резюме
Сантехник,з/п не ук,Резюме
Машинист на мтз 82 (щетка),30 000,Вакансии
"Маркировщица в аптеку, в производство",з/п не ук,Резюме
Промышленный Альпинист,з/п не ук,Резюме
Подработка курьер г. Краснодар,10 000,Резюме
Грузчик - Помощник,з/п не ук,Резюме
Администратор/ менеджер,50 000,Резюме
Главный бухгалтер,55 000,Резюме
"Помощник по хозяйству. дача, база, детский лагерь",45 000,Резюме
Администратор - Контролер,1 100,Вакансии
Требуются водитель категории С на межгород,з/п не ук,Вакансии
Бригада на монтаж ленточного фундамента,700,Вакансии
Кладовщик-контролер,24 000,Вакансии
Курьер,38 700,Вакансии
Работа во второй половине дня,з/п не ук,Резюме
Массажистка,з/п не ук,Резюме
Инженер по эксплуатации,35 000,Резюме
Водитель со своим микроавтобусом,400,Резюме
"Отделочники, плиточники",70 000,Вакансии
Бухгалтер,40 000,Резюме
Ночная подработка,з/п не ук,Резюме
"Промоутер, подработка",1 000,Резюме
Специалист по продвижению сайтов (SEO-оптимизатор),15 000,Резюме
Администратор объекта клининга,25 000,Вакансии
"Убощица, горничная",23 000,Резюме
Уборщица в ночь метро Купчино,25 000,Вакансии
Менеджер,28 000,Резюме
Подработка с ежедневной оплатой,з/п не ук,Резюме
"Бухгалтер, экономист",20 000,Резюме
Ремонт компьютеров,з/п не ук,Резюме
"Помощник руководителя, администратор, юрист",30 000,Резюме
"Токарь, токарь-карусельщик 5 разряда",з/п не ук,Резюме
Главный бухгалтер,30 000,Резюме
Главный бухгалтер,50 000,Резюме
Груз4ик-подсобник,з/п не ук,Резюме
"Мастер, механик, инженер",50 000,Резюме
"Оператор, оператор пк",з/п не ук,Резюме
Автомеханик могу мастером,50 000,Резюме
Ищу работу разнорабочим в колпино,з/п не ук,Резюме
Мастер маникюра и педикюра,з/п не ук,Резюме
Уборщица,25 000,Вакансии
"Администратор, оператор пк (1с)",28 000,Резюме
Менеджер на входящие звонки,20 000,Вакансии
Подсобники ищут работу,з/п не ук,Резюме
Повар Горячий Холодный цеха Банкеты,з/п не ук,Резюме
Мойщица посуды,1 200,Вакансии
Водитель. Стоянка на Вас. острове,130,Вакансии
Экспедитор,з/п не ук,Резюме
Разгрузка погрузка мешков коробок,з/п не ук,Резюме
Системный администратор,10 000,Резюме
Строитель(загород),з/п не ук,Резюме
Монтажник окон,з/п не ук,Резюме
Монтажники окон пвх,з/п не ук,Резюме
Требуются водители на газель,40 000,Вакансии
"Заместитель директора, администратор, менеджер",35 000,Резюме
Специалист по выдаче полисов омс,15 408,Вакансии
"Водитель кат в, с, е",з/п не ук,Резюме
"Продавец-консультант, кредитный эксперт",35 000,Резюме
Комплектовщик-грузчик,24 000,Вакансии
Магазину (продукты) требуется Продавец кассир,30 000,Вакансии
Бухгалтер,з/п не ук,Резюме
Подсобный рабочий,2 000,Резюме
Работа рассмотрю варианты,з/п не ук,Резюме
"Мастер участка, руководитель",50 000,Резюме
Ищу работу,30 000,Резюме
Повар на линию раздачи,29 000,Вакансии
Права категории В. С,30 000,Резюме
Стропальщик грузчик,з/п не ук,Резюме
"Диспетчер, упаковщик-комплектовщик",20 000,Резюме
Монтажник металлоконструкций,з/п не ук,Резюме
Повар универсал,50 000,Вакансии
Машинист мини погрузчика,30 000,Резюме
Главный бухгалтер,з/п не ук,Резюме
Разовую временную,з/п не ук,Резюме
Бригадир,з/п не ук,Резюме
Специалист по сопровождению тендеров,50 000,Резюме
Помощник,з/п не ук,Резюме
Подработка,з/п не ук,Резюме
Ищу работу,з/п не ук,Резюме
"Оператор 1C, пк",25 000,Резюме
Строители,45 000,Вакансии
Гипрочник универсал,з/п не ук,Резюме
Авто нянь,з/п не ук,Резюме
Плиточник универсал,з/п не ук,Резюме
"Сторож, охранник без лицензии, вахта",17 000,Резюме
Любую,27 000,Резюме
Секретарь,25 000,Резюме
Бармен,з/п не ук,Резюме
Водителем,з/п не ук,Резюме
Требуется мастер смр,70 000,Вакансии
"Помощница по хозяйству, няня",35 000,Резюме
Мастер по ремонту и обслуживанию бассейнов,1 000,Резюме
Ученик печатника,18 000,Вакансии
Менеджер по персоналу без опыта,15 000,Резюме
"Бухгалтер, бухгалтер-калькулятор",30 000,Резюме
Оператор пк,з/п не ук,Резюме
Работа с классической пятидневкой,23 000,Резюме
Начальник склада/Заместитель начальника склада,40 000,Резюме
Свое дело,25 000,Вакансии
Промышленный альпинист,з/п не ук,Резюме
"Маркетолог, рекламист, пиарщик + дизайнер",25 000,Резюме
Менеджер по продажам,45 000,Вакансии
Закройщик,25 000,Вакансии
Курьер,з/п не ук,Резюме
Розыск работодателя (IT Expert),з/п не ук,Резюме
Бариста,26 000,Вакансии
Юрист. Ищу работу юристом по удаленке,з/п не ук,Резюме
Комплексная бригада,з/п не ук,Резюме
Охранник-Водитель (6 разряд),3 000,Резюме
"Юрист (неполный рабочий день, совместительство)",з/п не ук,Резюме
"Требуются каменщики, штукатуры, разнорабочие",50 000,Вакансии
"Рерайтер, копирайтер, контентменеджер",з/п не ук,Резюме
Начальник строительного участка,90 000,Резюме
Специалист,25 608,Вакансии
Штукатур,з/п не ук,Резюме
"Прораб нвк, смр",50 000,Резюме
"Газоэлектросварщик, сантехник",35 000,Резюме
Ищу работу на своей машине,з/п не ук,Резюме
Сотрудник административной службы,20 000,Вакансии
Прораб по кровельным работам,з/п не ук,Резюме
Репетитор по живописи и рисунку,800,Резюме
Архитектор - конструктор (внештатный),14 000,Резюме
Ищу работу связаную с демонтажом,30 000,Резюме
Кровельщик,з/п не ук,Резюме
"Юрист, преподаватель права, учитель обществознания",35 000,Резюме
Водитель-экспедитор,з/п не ук,Резюме
Быстро подбор персонала,5 000,Резюме
"Отделочники, маляры, разнорабочие",45 000,Вакансии
"Водитель, водитель-экспедитор",30 000,Резюме
Частный Водитель,333,Резюме
Водитель со своим грузовым авто,з/п не ук,Резюме
Бригада разнорабочих на ваш объект,з/п не ук,Резюме
Каменщик на пгп и Кирпич - работа без посредников,80 000,Вакансии
Семейная пара,2 000,Резюме
Сварщик жби каркасов,45 000,Вакансии
"Сварщик, Подработка",2 500,Резюме
Опытный грузчик в активном поиске работы,30 000,Резюме
Грузчик,27 000,Резюме
Электрик,1 000,Резюме
"Дорожный мастер/прораб, строительство зданий",з/п не ук,Резюме
Электромонтажник,1 000,Резюме
"Помошник, строитель",1 300,Резюме
Слесарь кип и а,35 000,Резюме
Главный бухгалтер по совместительству,з/п не ук,Резюме
"Журналист, журналист-фотограф, журналист-оператор",20 000,Резюме
Официанты и хостес,з/п не ук,Вакансии
Инженер,50 000,Резюме
Фундаменты и дома,1 900,Резюме
"Менеджер по закупкам, снабжение, администратор",40 000,Резюме
Секретарь,25 000,Резюме
Электрогазосварщик,1 400,Резюме
Поиске работы у вас на даче,35 000,Резюме
Ищу работу физического характера,35 000,Резюме
Продавец,20 000,Вакансии
Подработка,10 000,Резюме
Косметолог (возможно аренда кабинета),з/п не ук,Резюме
Охрана,40 000,Резюме
Команда ручников сварных накс,44 000,Резюме
Монтаж,з/п не ук,Резюме
Работа на дому,1 000 000,Резюме
Курьер,17 000,Вакансии
Руководитель коммерческого отдела,70 000,Резюме
"Горничная, администратор",з/п не ук,Резюме
Оператор станков с чпу,30 000,Резюме
Программист станков с чпу,30 000,Резюме
Конструктор-технолог,30 000,Резюме
Помощник бухгалтера,з/п не ук,Резюме
Электромонтер,з/п не ук,Резюме
Газорезчик /монтажник тт/мк,з/п не ук,Резюме
Водитель не такси,35 000,Резюме
Заместитель главного бухгалтера,40 000,Резюме
"Декоратор, художник монументалист, скульптор и т",,Резюме
Машинист буровой установки,60 000,Резюме
Руководитель общественной организации,40 000,Резюме
"Монтажник, бригадир, мастер. Инженер электрик",40 000,Резюме
"Электрик, электромонтер, ответственный за электрох",з/п не ук,Резюме
Ищу работу в сервис,з/п не ук,Резюме
Охранник,з/п не ук,Резюме
Стикировщица,20 000,Резюме
"Снабженец, менеджер по закупкам",35 000,Резюме
Ищу работу,35 000,Резюме
"Рабочий, Сварщик",30 000,Резюме
"Водитель кат, ""В, С""",38 000,Резюме
Буфетчица,20 000,Резюме
Сварка- сборка трубы. мет- ции,з/п не ук,Резюме
Маляр-штукатур,45 000,Вакансии
"Менеджер, специалист",40 000,Резюме
Водитель всде,50 000,Резюме
Слесарь по ремонту грузовых автомобилей,з/п не ук,Резюме
Газоэлектросварщик 4р,з/п не ук,Резюме
Требуется бригада сантехников на сделку,50 000,Вакансии
Охранник метро Просвещение,35 000,Вакансии
Фасовщик. комплектовщик,26 000,Резюме
Трезвый водитель,1 500,Резюме
Ищу работу с проживанием,35 000,Резюме
Услуги Трубочиста,1 500,Резюме
"Фотограф, дизайнер",5 000,Резюме
Ищу работу в городе Ломоносов,20 000,Резюме
Сиделка Няня,з/п не ук,Резюме
Водитель кат В (не такси),40 000,Резюме
Водитель,з/п не ук,Резюме
Промоутер распространитель листовок,1 500,Вакансии
"Администратор, курьер",20 000,Резюме
Водитель,50 000,Резюме
"Менеджер, слесарь",30 000,Резюме
Парикмахер,1 000,Вакансии
Рассмотрю все варианты,25 000,Резюме
Услуги водителя,500,Резюме
Сварщик,з/п не ук,Резюме
Юрист гпк,з/п не ук,Вакансии
Массажистка,1 500,Резюме
"Швея, Мастер по ремонту одежды",40 000,Вакансии
Свободный график,2 000,Резюме
Бухгалтер калькулятор,20 000,Резюме
Профиль Менеджмент в инфокоммуникациях,30 000,Резюме
"Диспетчер, механик по выпуску автомобилей",40 000,Резюме
Бухгалтер,7 000,Резюме
"Электромонтажник, сантехник, отделочник",2 200,Резюме
Подработка на 8 и 9 сентября,з/п не ук,Резюме
Ищу работу на постоянку,38 000,Резюме
Охранником ищу pаботу с видеонаблюдением,з/п не ук,Резюме
Администратор-кассир лазертаг клуба,22 000,Вакансии
Водитель,27 500,Вакансии
Оператор колл-центра/продавец-консультант/бариста,з/п не ук,Резюме
Монтажники и подсобные рабочие,40 000,Вакансии
Мастер по ремонту телефонов и планшетов,50 000,Вакансии
Водитель,40 000,Резюме
Управляющий,60 000,Резюме
Косметолог,з/п не ук,Резюме
Косметолог по телу,30 000,Резюме
Слаботочка,3 000,Резюме
Частный охранник,40 000,Резюме
Ищу работу,44 000,Резюме
Водитель со своей Газель,350,Резюме
Ищу работу,з/п не ук,Резюме
Рассмотрю любые варианты,20 000,Резюме
Моторист,40 000,Вакансии
Художник-иллюстратор,з/п не ук,Резюме
"Мастер маникюра, мастер по бровям",45 000,Вакансии
Няня,15 000,Резюме
Помощник повара,25 000,Резюме
Модель,400,Резюме
"Домработник, соцработник, помошник",з/п не ук,Резюме
Личный водитель,30 000,Резюме
Пользователь пк,25 000,Резюме
"Оператор call центра, менеджер в туризме или офиса",25 000,Резюме
Актер,з/п не ук,Резюме
Приглашаеться IT-специалист,30 000,Вакансии
Сварщик гс полуавтомат,з/п не ук,Резюме
Ищу работу на любом должности,з/п не ук,Резюме
Подработка в ночь,з/п не ук,Резюме
Сушист,з/п не ук,Резюме
Творческая работа на дому,15 000,Резюме
Администратор,25 000,Резюме
Требуется менеджер в турфирму,25 000,Вакансии
Хостес,з/п не ук,Резюме
"Аниматор ведущая, организатор праздников",35 000,Резюме
Администратор,30 000,Резюме
Уборщица,з/п не ук,Резюме
Менеджер по логистике,30 000,Вакансии
Няня(воспитатель),10 000,Резюме
Хореограф,20 000,Вакансии
Расклейщик обьявлений,10 000,Резюме
Художник-витражист,з/п не ук,Резюме
Администратор гостиницы,20 000,Вакансии
Срочный ремонт наплавляемой (мягкой) кровли,100,Резюме
Врач-эндоскопист,з/п не ук,Резюме
Менеджер,60 000,Резюме
"Руководитель отдела персонала, менеджер",з/п не ук,Резюме
Работа на дому,10 000,Резюме
Ищу работу,100,Резюме
Сотрудник охраны,40 000,Резюме
Охранник с ежедневными выплатами,30 000,Резюме
"Управляющий базой отдыха, коттеджем поселком",40 000,Резюме
"Помощник ау, ку",25 000,Резюме
"Требуется продавец в магазин бижутерии ""Женави""",17 000,Вакансии
Требуется кассир,25 000,Вакансии
Требуется повар горячего цеха,35 000,Вакансии
Ищу работу на производстве(не пищевое),25 000,Резюме
Дизайнер/веб и графический дизайн,40 000,Резюме
Официант,1 200,Вакансии
Бухгалтер,17 000,Резюме
Живая музыка,3 000,Резюме
Официант,25 000,Резюме
"Помощник бухгалтера, офис-менеджер, продавец",15 000,Резюме
Возьму авто в аренду с выкупом для работы в такси,з/п не ук,Резюме
Часовой мастер,25 000,Вакансии
Авто-электрик,40 000,Резюме
Пекарь-кондитер,27 000,Резюме
Водитель с личным автомобилем,600,Резюме
Фото в костюме,45 000,Вакансии
Инженер,30 000,Резюме
Мастер маникюра и педикюра,з/п не ук,Резюме
Работа в ночь,з/п не ук,Резюме
"Специалист по госзакупкам, тендерам, аукционам",3 000,Резюме
Все кроме оператора на телефоне,25 000,Резюме
Кровельщик по жёсткой кровле,з/п не ук,Резюме
"Повар универсал, пекарь",35 000,Вакансии
Работа в ночь,з/п не ук,Резюме
Помощник системного администратора,з/п не ук,Резюме
Специалист по информационной безопасности,з/п не ук,Резюме
Инженер,20 000,Резюме
"Производитель кровельных работ, прораб",50 000,Резюме
Монтажник окон,1 500,Резюме
Модель в рекламном ролике,1 500,Резюме
"Ищу работу охранником, водителем",2 000,Резюме
Администратор,20 000,Резюме
Работа в ночь,з/п не ук,Резюме
Ищу работу,з/п не ук,Резюме
Русская бригада выполнит строительство,4 444,Резюме
Водитель,50 000,Резюме
"Диспетчер, оператор колл-центра на дому",15 000,Резюме
Любое,з/п не ук,Резюме
Подработка с ежедневными выплатами,1 000,Резюме
Личный помощник руководителя,100 000,Резюме
Водитель со своим автомобилем 1.5т,80 000,Резюме
"Диджей, ди джей, DJ",з/п не ук,Резюме
"Тракторист-машинист, машинист экскаватора-погр",з/п не ук,Резюме
"Водитель автокрана, водитель манипулятора",60 000,Резюме
Работу ищу с ежедневными выплатами,з/п не ук,Резюме
Нужна работа,з/п не ук,Резюме
Сборщик-установщик мебели,80 000,Резюме
Руководитель офиса продаж туристских услуг,35 000,Резюме
Ищу работу в Государственных учреждениях,,Резюме
Главный энергетик,з/п не ук,Резюме
Ищу работу на руководящую должность,120 000,Резюме
Администратор ветеринарной клиники,28 000,Резюме
Администратор,30 000,Резюме
Любую,40 000,Резюме
Микроавтобус с водителем,5 000,Резюме
Секретарь,27 000,Резюме
Мерчендайзер,24 000,Резюме
"Любая, короме промоутера",10 000,Резюме
Ищу работу,25 000,Резюме
Бухгалтер удаленно,5 000,Резюме
Монтажник натяжных потолков,55 000,Вакансии
Администратор в стоматологию,30 000,Резюме
Оператор стегального и вышивального оборудования,40 000,Вакансии
Проектировщик вентиляции и кондиционирования,20 000,Резюме
"Продавец консультант (шубы, дубленки, пуховики)",35 000,Вакансии
В активном поиске работы подработки разнорабочим,30 000,Резюме
Помощник врача,з/п не ук,Резюме
Требуется мастер маникюра и педикюра,з/п не ук,Вакансии
Инженер в отрасли телекоммуникации,35 000,Резюме
"Инженер-проектировщик, инженер-конструктор",30 000,Резюме
Ищу работу в салоне красоты,100,Резюме
Геодезист,50 000,Резюме
Русский строитель (бригада),з/п не ук,Резюме
Грузчик профессионал В своем деле ищет работу,30 000,Резюме
Промоутер,1 000,Вакансии
Электросварщик на подработку,10 000,Вакансии
Помощник моториста,25 000,Вакансии
Товаровед,30 000,Вакансии
Водитель В С,з/п не ук,Резюме
Разнорабочий-гру4ик,1 500,Резюме
Специалист по ремонту оборудования для сто,40 000,Вакансии
Компания яндекс такси набирает водителей,100 000,Вакансии
"Няня, гувернтантка, воспитатель",25 000,Резюме
"Охранник, без лицензии",15 000,Резюме
Строительство,18 000,Резюме
"Ищу подработку на выходные, вечернее время",з/п не ук,Резюме
Водитель на своём авто мерседес 212-E,120 000,Резюме
Прораб,50 000,Резюме
Главный бухгалтер ресторана /кафе,з/п не ук,Резюме
"Преподаватель танцев для малышей, помощница няне",15 000,Резюме
Начальник. Охраны,50 000,Резюме
Менеджер по подбору персонала,28 000,Вакансии
Конфликтолог,40 000,Резюме
Монолит,60 000,Резюме
Гип (Проектирование охранно-пожарных систем,з/п не ук,Резюме
Главный бухгалтер,10 000,Резюме
Работа,з/п не ук,Резюме
Свободный риелтор,100 000,Вакансии
"Диспетчер-логист, логист",35 000,Резюме
Ищу работу,20 000,Резюме
"Администратор, кассир",45 000,Резюме
Требуется Швея,23 000,Вакансии
Администратор,з/п не ук,Резюме
"Секретарь (офис-менеджер, администратор)",20 000,Резюме
Кассир/старший продавец/администратор,23 000,Резюме
Мастер маникюра,60,Вакансии
"Курьер (доставка документов), помощник бух-ра",36 000,Резюме
"Продавец флорист, продавец цветов",100,Резюме
Требуется повар на ст. м. Международная,30 000,Вакансии
Требуется сделать стяжку 5000 метров,160,Вакансии
Требуются бармены,36 000,Вакансии
Парикмахер,з/п не ук,Вакансии
"Страший бармен, бармен",27 000,Резюме
Ищу работу,з/п не ук,Резюме
Курьер,500,Резюме
Бухгалтер,25 000,Вакансии
Монтажники систем вентиляции,300,Резюме
Отделочник / подсобник,1 500,Резюме
Ищу работу кассиром или продавцом,20 000,Резюме
Переводчик/офис-менеджер/помощник руководителя,з/п не ук,Резюме
"Менеджер, помощник руководителя",35 000,Резюме
Главный бухгалтер по совместительству или удаленно,5 000,Резюме
Главный врач,40 000,Резюме
Тракторист-машинист,35 000,Резюме
Водитель погрузчика кат. BC,35 000,Резюме
Ищу работу кассиром или продавцом,20 000,Резюме
Студент-международник ищет работу,з/п не ук,Резюме
Ищу работу,з/п не ук,Резюме
Риэлтор,75 000,Вакансии
Промоутер,200,Резюме
Ищу подработку,1 300,Резюме
Ищу водителя кат. С Е,40 000,Вакансии
Водители на раскат,30 000,Вакансии
Бригадир по укладке резинового покрытия,з/п не ук,Резюме
Требуется грузчик администратор в город Кириши,28 000,Вакансии
Преподаватель английского языка / переводчик,40 000,Резюме
Электромонтёр,25 000,Резюме
Ищу подработку в ночные смены с ежедневными выплат,25 000,Резюме
Сварщик аргонщик,45 000,Резюме
"Руководитель службы заказчика, руководитель строит",120 000,Резюме
Водитель c личным грузовым авто,100 000,Резюме
Требуется продавец-консультант в салон магазин,з/п не ук,Вакансии
Наборщик текста на дому,20 000,Резюме
Помощник бухгалтера,30 000,Резюме
Работа по совместительству,з/п не ук,Резюме
Водитель-экспедитор,30 000,Резюме
"Помощник по хозяйству, семейный водитель",з/п не ук,Резюме
Разнорабочий,1 800,Резюме
Водитель с личным автомобилем,з/п не ук,Резюме
Обивщик мягкой мебели,з/п не ук,Резюме
"Начальник участка, прораб, начальник пто инженер п",85 000,Резюме
Помощник бухгалтер,з/п не ук,Резюме
Любая работа,з/п не ук,Резюме
Ищу Работу,30 000,Резюме
Водитель,40 000,Резюме
Ищу работу во второй половине дня,20 000,Резюме
Фитнес-тренер,з/п не ук,Резюме
Сотрудник охраны,1 700,Вакансии
"Сметчик, разовые заказы",1 000,Резюме
Разборшик,1 300,Резюме
Помощник руководителя,45 000,Резюме
"Автослесарь, механик",40 000,Резюме
Водитель на личном легковом автомобиле,з/п не ук,Резюме
Инструктор по вождению,з/п не ук,Резюме
"Проведение детских дней рождений, праздников",2 000,Резюме
Дорожное строительство,10 000 000,Резюме
Административная,25 000,Резюме
Ищу работу,з/п не ук,Резюме
"Сборка мебели, изготовление",40 000,Резюме
Водитель-экспедитор,з/п не ук,Резюме
Официант,500,Вакансии
Водитель кат. В,з/п не ук,Резюме
Нужна работа бармена,1 200,Резюме
Менеджер по продажам,20 000,Вакансии
Симтемный администратор,35 000,Резюме
Продавец-консультант,28 000,Вакансии
Преподаватель гуманитарных дисциплин,450,Резюме
Главный бухгалтер,з/п не ук,Резюме
Ищу работу,з/п не ук,Резюме
Менеджер по продажам эксклюзивных тренингов,35 000,Вакансии
Водитель на авто В кат,з/п не ук,Резюме
Требуется сотрудница в магазин телефонов и техники,40 000,Вакансии
Водитель,з/п не ук,Резюме
Промышленный альпинист,3 500,Резюме
Монтажник наружных трубопроводов,45 000,Резюме
Бухгалтера главного на малом предприятии,15 000,Резюме
Няня,200,Резюме
Помощник руководителя,30 000,Резюме
Продавец-кассир,з/п не ук,Резюме
Продавец,25 000,Резюме
"Повар Х. ц, буфетчица кассир, заведующая производс",30 000,Резюме
Курьер,з/п не ук,Резюме
Ищу работу,з/п не ук,Резюме
Требуется ночной мойщик на ст. м. Василеостровская,30 000,Вакансии
Автомаляр,з/п не ук,Вакансии
Помощник менеджера,28 000,Резюме
Водитель,40 000,Резюме
Инженер-констрктор,35 000,Резюме
"Личный водитель, семейный водитель",40 000,Резюме
Администратор фитнес клуба,26 000,Резюме
Машинист катка,250,Резюме
Столяр-краснодеревец,40 000,Резюме
Сварщик,з/п не ук,Резюме
Охранник 6разяда,з/п не ук,Резюме
Парикмахер мастер-универсал,30 000,Вакансии
"Плотник, разнорабочий, подсобник",70 000,Вакансии
Главный бухгалтер на дому,10 000,Резюме
Продавец-консультант строительных товаров,25 000,Резюме
Уборщица,20 000,Резюме
Ищу ночную работу,25 000,Резюме
Водители,з/п не ук,Вакансии
Менеджер по работе с персоналом,35 000,Резюме
Водитель-экспедитор,65 000,Вакансии
Оператор Call-центра/диспетчер,33 000,Вакансии
"Экспедитор, логист, диспетчер, фасовщик",30 000,Резюме
Уборщица,25 500,Вакансии
Токарь универсал,40 000,Вакансии
Ооо Перспектива,25 000,Вакансии
Ищу работу в паре,з/п не ук,Резюме
Ищу работу,60 000,Резюме
"Охранник, сторож",100,Резюме
Сотрудник отдела телефонии,20 000,Вакансии
Ст. кассир,28 000,Резюме
Администратор,25 000,Резюме
Работа по выходным. работа по вечерам,з/п не ук,Резюме
Мойщик автомобилей,30 000,Вакансии
Помощник бухгалтера или бухгалтер,5 000,Резюме
Бухгалтер по работе с банками (Банк-Клиент),40 000,Резюме
Помощник бухгалтера или бухгалтер,8 000,Резюме
Бухгалтер на дому или частичная занятость,з/п не ук,Резюме
Бухгалтер на дому или частичная занятость,з/п не ук,Резюме
Бухгалтер на дому или частичная занятость,з/п не ук,Резюме
Ночная работа,30 000,Резюме
Информатик-менеджер,35 000,Резюме
"Бухгалтер, учитель начальных классов. логопед",25 000,Резюме
Ищем сотрудничество,з/п не ук,Резюме
Ищу подработку,1 000,Резюме
Монтажник волс,40 000,Резюме
Расклейщик,22 000,Вакансии
Личный водитель,75 000,Резюме
Студент факультета Рекламы и связи с общественност,25 000,Резюме
"Специалист, установщик, автоарматурщик",80 000,Резюме
Администратор,23 000,Резюме
Продавец,31 500,Вакансии
"Халтура, подработка",з/п не ук,Резюме
Охраник-администратор,1 800,Вакансии
Пара студентов ищет подработку,з/п не ук,Резюме
Повар горячего цеха Универсал,32 000,Резюме
Требуется горничная В Мини-Отель,1 000,Вакансии
Инженер,50 000,Резюме
Администратор,20 000,Резюме
Врач офтальмолог,з/п не ук,Резюме
Офис-менеджер/продавец-консультант,35 000,Резюме
Ассистент отдела персонала,з/п не ук,Резюме
Аниматор детской игровой комнаты,25 000,Вакансии
