Вакансия,Зарплата,Тип
Упаковщик - комплектовщик,з/п не ук,Резюме
Плиточник,700,Резюме
"Водитель B, C",40 000,Резюме
Ручной переплетчик,25 000,Резюме
"Отделочны, универсал",45 000,Резюме
Кассир. кассир - продавец,1 500,Резюме
Управляющий хозяйством- Инженер Механик сто,з/п не ук,Резюме
Мастер маникюра. Бесплатное обучение и работа,50 000,Вакансии
"Бухгалтер, заместитель главного бухгалтера",35 000,Резюме
Пивовар инженер-технолог,45 000,Резюме
Официант(ка) на банкеты и шоу-программы,65 000,Вакансии
Мастер ногтевого сервиса (м. Садовая),60 000,Вакансии
