Вакансия,Зарплата,Тип
Ремонт Квартир Под Ключ,2 000,Резюме
Специалист,25 000,Резюме
Токарь-универсал(инструментальщик),з/п не ук,Резюме
Юрист,25 000,Резюме
Водитель в Убер/Uber,90 000,Вакансии
Токарь-универсал(любые станки),з/п не ук,Резюме
"Менеджер по закупу, менеджер по продажам. Торговый",60 000,Резюме
Ищу работу подсобник-грузчик-демонтажник,200,Резюме
Медсестра/инспектор на предрейсовые осмотры,з/п не ук,Резюме
Ищу работу,40 000,Резюме
Кладовщик,35 000,Резюме
Фотограф видеооператор,1 000,Резюме
Водитель кат. В С,25 000,Резюме
Курьер,300,Вакансии
Водитель электропогрузчика/штабелера/ричтрака,35 000,Резюме
"Отделка, ремонт. демонтаж халтура, стройка, электр",500,Резюме
"Продавцом, Фасовщица, упаковщица, Бармен",500,Резюме
Водитель со своим пассажирским микроавтобусом,480,Резюме
"Сотрудник службы безопасности, охраны",з/п не ук,Резюме
Певица-DJ (Санкт-Петербург и рф),з/п не ук,Резюме
"Петергоф. Семейный, личный водитель",з/п не ук,Резюме
Бухгалтер на удаленке,1 000,Резюме
Менеджер по закупкам (снабженец),з/п не ук,Резюме
Бармен,з/п не ук,Резюме
"Промоутер на листовки, дегустации",200 300,Резюме
Ученики на монтаж лифтов,35 000,Вакансии
Продавец-консультант,30 000,Резюме
Специалист ахо,35 000,Резюме
"Пекарь, пом. кондитера, буфетчица, бармен(безалког",30 000,Резюме
Главный бухгалтер по совместительству,з/п не ук,Резюме
"Отделочник, плотник-гипрочник (не квартиры)",45 000,Резюме
Ищу работу,200,Резюме
Любая,30 000,Резюме
Водитель экспедитор,з/п не ук,Резюме
Разнорабочий грузчик демонтаж монтаж,1 500,Резюме
"Разнорабочий, подсобник",39 000,Вакансии
Охрана грузчик,30 000,Резюме
Промоутер,1 000,Вакансии
Промоутер,200,Резюме
"Монтажник, пайщик, разнорабочий",34 000,Резюме
"Электрик, электромонтажник",з/п не ук,Резюме
"Грузчики, разнорабочие, подсобники",150,Резюме
Ищу работу,30 000,Резюме
Администратор/ Администратор-кассир,35 000,Резюме
Военный пенсионер,з/п не ук,Резюме
Служба качества,30 000,Резюме
Техник самолета,з/п не ук,Резюме
Гипрчник,з/п не ук,Резюме
"Диагност, моторист",60 000,Резюме
Монтажник металлоконструкций,з/п не ук,Резюме
Парикмахер-универсал,з/п не ук,Резюме
Ищу работу в пос Им Морозова,25 000,Резюме
Рабочий,50 000,Резюме
"Менеджер по скупке и продаже, администратор зала",41 000,Вакансии
Бухгалтер удаленно,5 000,Резюме
"Грузчик, охранник",25 000,Резюме
Гибщик жестянщик,10 000,Резюме
Грузчик,26 000,Резюме
Администратор,20 000,Резюме
Монтажник ворот,з/п не ук,Резюме
Технический директор/Руководитель сервиса,з/п не ук,Резюме
Рабочий (слесарь сборщик монтажник),2 000,Резюме
Промоутеры,200,Вакансии
Ишу работу,250,Резюме
Грузчик,26 000,Резюме
Логист,50 000,Резюме
Медсестра,400,Резюме
Швея,25 000,Резюме
Техник дежурный,20 000,Резюме
"Монтажник, сварщик, электрик 5р., 4г. кипиа",60 000,Резюме
Строитель,70 000,Резюме
Юрист c большим опытом работы,з/п не ук,Резюме
Судебный юрист,25 000,Резюме
Руководитель/заместитель по безопасности (охране),з/п не ук,Резюме
Водитель с личным автомобилем,з/п не ук,Резюме
Инженер пто,40 000,Резюме
Водитель категории В. С. Д. Е,50 000,Резюме
Водитель,з/п не ук,Резюме
Семейный. Персональный водитель,з/п не ук,Резюме
Официант/ка,80 000,Вакансии
Менеджер зала-хостес,73 000,Вакансии
Водитель с личным автомобилем,15 000,Резюме
Промоутер в ночные смены,50 000,Вакансии
Повар,з/п не ук,Резюме
Официант/Официантка,60 000,Вакансии
Хочу работать 16 30 до 20 00,1 200,Резюме
Хостес,70 000,Вакансии
"Хостес-модель, промо-модель, стендистка",з/п не ук,Резюме
"Помошник повара, сушист, разнорабочий, официант, у",25 000,Резюме
"Администратор, Бармен",25 000,Резюме
"Кладовщик, менеджер, логист, экспедитор, оператор",35 000,Резюме
Расклейка/Распространение Рекламы,з/п не ук,Резюме
Мойщица уборщица,з/п не ук,Резюме
Ищу работа,1 500,Резюме
Грузчик,з/п не ук,Резюме
"Электромонтер, электромонтажник",з/п не ук,Резюме
Водитель с личным автомобилем,40 000,Резюме
Уборщица/Ищу работу,з/п не ук,Резюме
Продавец недвижимости,20 000,Вакансии
Кассир-продавец,27 000,Резюме
Водитель,35 000,Резюме
Сторож,16 000,Резюме
Мастер маникюра-педикюра,35 000,Вакансии
Работа с ежедневными выплатами. (Официант),1 200,Резюме
Продавец,з/п не ук,Резюме
Администратор,з/п не ук,Резюме
Администратор салона,з/п не ук,Резюме
Дворник,12 000,Резюме
Промоутер,200,Резюме
Лицензированный охранник,25 000,Резюме
"Водитель Uber, любые авто, Без комиссии",95 000,Вакансии
Водитель,35 000,Резюме
Бухгалтер,з/п не ук,Резюме
Промоутер,150,Резюме
Грузчик-разнорабочий,1 500,Резюме
Администратор в гостиничную сеть,35 000,Вакансии
Повар-универсал,з/п не ук,Резюме
Сборщик мебели,50,Резюме
Ищу подработку или работу на дому,5 000,Резюме
"Бармен, Повар",30 000,Резюме
Консультант по продажам,20 000,Резюме
Сборщик мебели,50 000,Резюме
"Работа сушистом, опыт более 5лет, поваром 1год",з/п не ук,Резюме
Кассир-продавец,20 000,Резюме
"Секретарь, администратор",30 000,Резюме
"Офис- менеджер, секретарь",30 000,Резюме
Управляющий интернет-магазином,45 000,Резюме
"Водитель кат. В, С, Е готов работать по любой кат",з/п не ук,Резюме
Локаторщик гнб,з/п не ук,Резюме
Продавец-консультант,33 000,Резюме
Ученик в мотосервис,з/п не ук,Резюме
Массажистка,2 000,Резюме
"Администратор, Продавец-консультант, Бармен",з/п не ук,Резюме
Подготовлю форму 2 и док-ю для тендеров,300,Резюме
Начальник смены (бригадир) в теплицу,80 000,Вакансии
Администратор,30 000,Резюме
Водитель такси,з/п не ук,Резюме
Водитель кат С+ Е продавцам топлива не звонить,70 000,Вакансии
Кладовщик-комплектовщик,30 000,Резюме
"Сметчик, пто, проект-к",з/п не ук,Резюме
"Водитель на портер, микроавтобус",35 000,Резюме
Подсобный рабочий,1 200,Резюме
Локаторщик Гнб,60 000,Резюме
Ищу работу,з/п не ук,Резюме
Мастер разнорабочий,з/п не ук,Резюме
Менеджер по аренде,45 000,Резюме
"Парикмахер-универсал, г. Пушкин",з/п не ук,Вакансии
Работа для строителей. Большие объемы,60 000,Вакансии
Работа любая,1 000,Резюме
Оклейшик тонировщик,з/п не ук,Вакансии
Ищу подработку с ежедневными выплатами,2 000,Резюме
Су-шеф,45 000,Резюме
"Риэлтор, Анент по недвижимости",50 000,Вакансии
"Тонировшик, Автовинил, Зашитные пленки, Покраска P",50 000,Резюме
Водитель-курьер,35 000,Резюме
Помощник по хозяйству,з/п не ук,Резюме
Администратор,з/п не ук,Резюме
Администратор в модельную студию,40 000,Вакансии
Горничная,40 000,Вакансии
Менеджер по бронированию,40 000,Вакансии
"Ассистент менеджера, менеджер",40 000,Резюме
Оператор пк на дому,з/п не ук,Резюме
Водитель со своим грузовым авто 7 тонн,,Резюме
Администратор-Горничная в гостиничную сеть,40 000,Вакансии
Мастер по ремонту сотовых телефонов,100 000,Вакансии
"Разнорабочий, клинер",1 500,Резюме
Администратор-кассир,20 000,Вакансии
Администратор/менеджер ресторана,з/п не ук,Резюме
Психолог,з/п не ук,Резюме
Консультант по Аквапаркам,33 000,Вакансии
Менеджер по персоналу,30 000,Резюме
Водитель категории В С,120 000,Резюме
Администратор,25 000,Резюме
Рассмотрю любые предложения,з/п не ук,Резюме
Художник Freelance,8 000,Резюме
Охранник-водитель,з/п не ук,Резюме
Продавец-консультант кухонной мебели,35 000,Вакансии
"Переплетчик, упаковщик",20 000,Резюме
На дому любую,15 000,Резюме
3D Визуализация интерьеров (удаленная работа),200,Резюме
"Няня, няня-помощница по дому",з/п не ук,Резюме
Инженер-проектировщик автоматики вентиляции,з/п не ук,Резюме
Повар холодного цеха,з/п не ук,Резюме
Электромонтажник,65 000,Резюме
Сварщик,5 000,Резюме
Любая работа с ежедневной оплатой,500,Резюме
Грузчик разнорабочий,30 000,Резюме
"Мастер участка, прораб",50 000,Резюме
Техник-сантехник,з/п не ук,Резюме
Главный инженер по эксплуатации недвижимости,90 000,Резюме
Требуются электромонтажники,50 000,Вакансии
"Главный врач, заместитель главного врача, заведующ",60 000,Резюме
Требуется изготовитель шавермы,1 500,Вакансии
Рабочий,30 000,Резюме
Электромонтажник,65 000,Резюме
Сварщик,5 000,Резюме
Любая работа с ежедневной оплатой,500,Резюме
Грузчик разнорабочий,30 000,Резюме
"Мастер участка, прораб",50 000,Резюме
Техник-сантехник,з/п не ук,Резюме
Главный инженер по эксплуатации недвижимости,90 000,Резюме
Требуются электромонтажники,50 000,Вакансии
"Главный врач, заместитель главного врача, заведующ",60 000,Резюме
Требуется изготовитель шавермы,1 500,Вакансии
Рабочий,30 000,Резюме
Каменщик,50 000,Резюме
Подсобный рабочий Разнорабочий,1 600,Резюме
Рассмотрю любые предложения по работе,16 000,Резюме
Капитан скоростного судна,150 000,Резюме
"Ищу работу, подработку",2 000,Резюме
Госслужащий или вольный найм,12 000,Резюме
Стрелок-Вохр или сторож,17 000,Резюме
Домработница,20 000,Резюме
"Менеджер, продавец, специалист",39 000,Резюме
Подсобник,1 500,Резюме
"Водитель В, С, Тракторист, Агрегатчик, Звукооперат",50 000,Резюме
"Водитель B, C, D",35 000,Резюме
"Мастер, монтажник, напарник, помощник с авто",60 000,Резюме
Косметолог-эстетист,з/п не ук,Вакансии
Расклейщик,з/п не ук,Резюме
"Помощник автоэлектрика, моториста, напарник",1 900,Резюме
Строитель. гипрочник. универсальный,10 000,Резюме
Плиточник,60 000,Резюме
"Инженер в сервис, мастер с переподготовкой",34,Резюме
Продавец-кассир KFC Парк Победы,21 000,Вакансии
"Водитель-механик категории В, С, Е",40 000,Резюме
Работник ресторана KFC Парк Победы,21 000,Вакансии
"Физическая охрана, экономическая безопасность",з/п не ук,Резюме
"Сервис-инженер, наладчик, механик, мастер",44,Резюме
Консультант,35 000,Резюме
Продавец в книжно-канцелярский магазин,25 000,Вакансии
"Завхоз, мастер, техник, управляющий",45 000,Резюме
Подработка,з/п не ук,Резюме
Администратор салона красоты,23 000,Резюме
Кадастровый инженер / инженер-землеустроитель,40 000,Резюме
Сварщик/Кузовщик/арматурщик,50 000,Резюме
Повар универсал,35 000,Вакансии
Фотомодель,з/п не ук,Резюме
Нужен мастер маникюра И педикюра,40 000,Вакансии
Повар производства,40 000,Вакансии
Менеджер по продажам удаленно,30 000,Вакансии
Монтажник вентиляции,50,Резюме
Повар универсал сушист,з/п не ук,Резюме
Автор студенческих работ,з/п не ук,Резюме
Мастер маникюра и педикюра,з/п не ук,Вакансии
Официант-бармен,45 000,Вакансии
Парикмахер,з/п не ук,Вакансии
Водитель категории Е,65 000,Вакансии
"Тракторист, техник механик",з/п не ук,Резюме
Геодезист,4 000,Резюме
Дед Мороз и Снегурочка,500,Резюме
Водитель с личным автомобилем,з/п не ук,Резюме
Сварщик,50 000,Резюме
"Главный бухгалтер осн, усн, енвд",1 000,Резюме
Дед Мороз и Снегурочка,500,Резюме
Мастер маникюра-педикюра,з/п не ук,Вакансии
"Водитель погрузчика, водитель",45 000,Резюме
Водитель кат. В,з/п не ук,Резюме
"Водитель кат вс, грузчик, помощник, разнорабочи",2 000,Резюме
Повар на подработку,з/п не ук,Резюме
Маляр,з/п не ук,Резюме
Кассир-продавец / Подработка,15 000,Резюме
Кассир в кинотеатр / Подработка,15 000,Резюме
Рабочие на производство полуфабрикатов,50 000,Вакансии
Водитель автомобиля,30 000,Резюме
Руководитель коммерческого отдела,з/п не ук,Резюме
Помощник по хозяйству,з/п не ук,Резюме
Сервисный инженер,80 000,Резюме
Сварщик (рвп),з/п не ук,Резюме
"Шеф-повар, заведующий производством",40 000,Резюме
Сварщик,4 000,Резюме
Экономист,45 000,Резюме
Руководитель web направления,60 000,Вакансии
Хореограф,з/п не ук,Вакансии
Мойщица-уборщица,28 000,Вакансии
"Администратор салона, фитнес центра/Подработка",15 000,Резюме
Продавец-консультант на Праздничную ярмарку,2 000,Вакансии
Врач функциональной диагностики,20 000,Резюме
Официант,40 000,Вакансии
Oператор алмазного бурения,45 000,Резюме
Помощник директора,45 000,Резюме
"Прораб, Производитель работ",55 000,Резюме
"Машинист экструдера, оператор-наладчик",з/п не ук,Резюме
Няня,65 000,Резюме
Повар универсал,40 000,Резюме
Швея,35 000,Вакансии
Работник ресторана KFC Piterland,23 000,Вакансии
Продавец-кассир ресторана кфс Питерлэнд,17 000,Вакансии
Монолитчик-специалист,75 000,Резюме
Дворник и Уборщица Семени пара,з/п не ук,Резюме
Региональный менеджер (руководитель проекта),100 000,Резюме
Администратор отеля / Подработка,20 000,Резюме
Дипломированный массажист,з/п не ук,Резюме
Менеджер,40 000,Вакансии
Главный бухгалтер,8 000,Резюме
Ищу заказы по ремонт квартир,з/п не ук,Резюме
Ежедневные выплаты(подработка) официант,20 000,Резюме
Автомойщик с проживанием,35 000,Вакансии
Бармен-официант,13 000,Резюме
"Фотограф, видеооператор",1 500,Резюме
Администратор/секретарь,25 000,Резюме
"Менеджер по персоналу, инспектор отдела кадров",15 000,Резюме
Продавец автозапчастей,45 000,Резюме
Водитель категории В,40 000,Резюме
"Уборщица квартир, офисов, экспресс уборка",1 500,Резюме
Массажистка,45 000,Вакансии
"Кладовщик, Техник склада, продавец, водитель, эксп",30 000,Резюме
"Промоутрер, Грузчик, Подсобный рабочий",850,Резюме
Скорняк,з/п не ук,Резюме
Парикмахер универсал,50 000,Резюме
"Преподаватель домоводства, кройки, шитья",35 000,Резюме
"Кладовщик-комплектовщик, грузчик-комплектовщик",32 000,Резюме
Ищу подработку,20 000,Резюме
Требуется парикмахер,35 000,Вакансии
Водителя вилочного погрузчика с ежедневной оплатой,250,Резюме
Водитель с л/а,2 500,Резюме
Водитель с личным автомобилем,з/п не ук,Резюме
Водитель,30 000,Резюме
"Ищу работу только в Колпино 5/2, 2/2, 6/1",25 000,Резюме
Сварщик,з/п не ук,Резюме
Водитель категории в,70 000,Резюме
Водитель,50 000,Резюме
Завхоз,20 000,Резюме
Экстренная Няня для малыша,з/п не ук,Резюме
Любая должность,45 000,Резюме
"Повар, помощник повара",35 000,Резюме
Менеджер по работе с клиентами,40 000,Резюме
Водитель такси,60 000,Вакансии
Разнорабочий,з/п не ук,Резюме
Стюардесса/Бортпроводник,45 000,Резюме
Парикмахер,60 000,Вакансии
Специалист,25 000,Резюме
Рабочий,30 000,Резюме
Водитель кат. В. С,з/п не ук,Резюме
Ищу абсолютно любую работу неофициально,25 000,Резюме
Педагог,з/п не ук,Резюме
Психолог-консультант,1 500,Резюме
Ищу работу,1 500,Резюме
Автомойщик,50 000,Вакансии
Монтажник изделий из стекла,50 000,Вакансии
Продавец сувенирной продукции,15 000,Вакансии
Монтажник рекламы,70 000,Резюме
Комплектовщик,30 000,Резюме
Охранник. Водитель. Администратор,25 000,Резюме
Мастера по отделке,з/п не ук,Резюме
"Подсобный рабочий, есть опыт в стр. сфере",1 500,Резюме
Монтажник слаботочных систем,40 000,Резюме
Продавец с о/р женская одежда,35 000,Вакансии
Охранник(ца) кинолог,25 000,Резюме
"Механик, машинист автокрана",з/п не ук,Резюме
"Разнорабочий, Отделочник",30 000,Резюме
Ищу работу,1 500,Резюме
Помощник Сторож Охраник,з/п не ук,Резюме
"Массажист, массаж оздоровительный, антицеллюлитный",з/п не ук,Резюме
"Начальник цеха, производства, участка",з/п не ук,Резюме
Сборщик мебели,20 000,Резюме
Слесарь механосборочных работ,20 000,Резюме
Фотограф,20 000,Резюме
Слесарь-сборщик,20 000,Резюме
Специалист по видеообработке,з/п не ук,Резюме
"Слесарь, сварщик, судовой трубопроводчик",15 000,Резюме
Радиомонтажник,20 000,Резюме
Оператор пк,20 000,Резюме
Каменщик,2 000,Резюме
Бармен/офицант/ повар,25 000,Резюме
Юрист,з/п не ук,Резюме
Требуется старший продавец в зоомагазин,30 000,Вакансии
Мастер по ремонту электроники,з/п не ук,Резюме
Мастер по ремонту окон,80 000,Резюме
"Водитель категории с, е",60 000,Резюме
Охранник без лицензии,1 500,Вакансии
Младший продавец в зоомагазин,20 000,Вакансии
Рабочий по обслуживанию здания(плотник),27 000,Резюме
Руководитель (проектор),80 000,Резюме
Инструктор по йоге-цигун,700,Резюме
Медицинская сестра,500,Резюме
"Застройка кладовок, ниш, сборка мебели",з/п не ук,Резюме
Повар,35 000,Резюме
Монтажник окон. Начальник монтажного отдела,з/п не ук,Резюме
Чертежи в автокаде (autocad),з/п не ук,Резюме
Личный водитель,з/п не ук,Резюме
Водитель такси (подработка),100 000,Вакансии
Разнорабочий,1 500,Резюме
Грузчик подсобник разнорабочий,1 000,Резюме
"Электрогазосварщик, сварщик пнд труб (полиэтилен)",60 000,Резюме
Водители в такси на наших А/М и на своем А/М,120 000,Вакансии
Медицинская сестра-ассистент стоматолога,40 000,Вакансии
Бухгалтер главный,10 000,Резюме
Мастер отделочных работ,2 000,Резюме
Водитель погрузчика,35 000,Резюме
"Комплектовщик, администратор, продавец-консультант",30 000,Резюме
Кузовщик-арматурщик,50 000,Резюме
Сварщик,з/п не ук,Резюме
Дизайнер интерьера,400 000,Вакансии
Отделочник,60 000,Резюме
Медицинская сестра,15 000,Резюме
Домработница с автомобилем,з/п не ук,Резюме
Водитель категории Е,40 000,Вакансии
Портной-универсал,з/п не ук,Вакансии
Пекарь/повар/продавец,38 000,Вакансии
Администратор,25 000,Резюме
Автомаляр,45 000,Резюме
"Промоутер, раздача листовок и т. д",200,Резюме
Агент по аренде недвижимости,60 000,Вакансии
Рабочий-строитель,з/п не ук,Резюме
Тех обслуживание. мелкий ремонт,з/п не ук,Резюме
Бариста,35 000,Резюме
Ночной охранник,з/п не ук,Резюме
Ищу работу промоутером,з/п не ук,Резюме
Монтаж итп цтп гвс хвс,з/п не ук,Резюме
"Служба безопасности, административное управление",70 000,Резюме
Няня,50 000,Резюме
Главный бухгалтер,25 000,Резюме
Помощник бухгалтера,з/п не ук,Резюме
Водитель кат В. Е. С,з/п не ук,Резюме
Промоутер,200,Резюме
Монтаж итп цтп гвс хвс,з/п не ук,Резюме
Детский массаж,1 000,Резюме
Администратор в отель,25 000,Резюме
Рабочий на производство,30 000,Резюме
"Сварщик, Монтажник, Сантехник",50 000,Резюме
Повар и мастер шаурма,з/п не ук,Резюме
Администратор,30 000,Резюме
Главный бухгалтер,з/п не ук,Резюме
Менеджеp интepнeт-магазина по России и снг,28 000,Вакансии
"Автоэлектрик, установщик доп. оборудования",30 000,Резюме
Тренер по спортивной акробатике,30 000,Вакансии
Маляр-отделочник,150,Резюме
Менеджер,20 000,Резюме
Газорезчик,40 000,Вакансии
Водитель м. Кировский завод,130 000,Вакансии
Продавец-консультант в магазин обуви,25 000,Вакансии
Агент по продажам,75 000,Вакансии
Водитель автомобиля,40 000,Резюме
Фасовщица/упаковщица/маркировщица,20 000,Резюме
Детский массажист,1 000,Резюме
Помошник системного администратора,30 000,Резюме
Начальник склада,35 000,Резюме
Менеджер по продажам,35 000,Резюме
Преподаватель английского языка,20 000,Резюме
Бухгалтер для небольшой фирмы,6 000,Резюме
Грузчик,з/п не ук,Резюме
Водитель,40 000,Резюме
Возму объект на эксплуатацию,18 000,Резюме
Работа в офисе,20 000,Резюме
Электросварщик,з/п не ук,Резюме
Рассмотрю варианты,30 000,Резюме
Разработка интернет-магазина под ключ,з/п не ук,Резюме
Оператор call-центра,26 000,Вакансии
"Водители в Uber. Комиссия 3, ежедн. выпл",100 000,Вакансии
"Няня, гувернантка",3 070,Резюме
Разнорабочий-подсобник,1 200,Резюме
SEO специалист,65 000,Вакансии
Менеджер по работе с ключевыми клиентами,60 000,Резюме
Водитель на своём авто(Газель),з/п не ук,Резюме
Менеджер отдела продаж,80 000,Вакансии
Руководитель отдела продаж,60 000,Вакансии
Помощник-ученица портного,1 000,Резюме
"Помощник, Управляющий",45 000,Резюме
Оператор форматно-раскроечного станка,60 000,Вакансии
Маляр по дереву,50 000,Вакансии
Официант,35 000,Резюме
Cборщик картонных изделий,50 000,Вакансии
Ищу работу,з/п не ук,Резюме
Разнорабочий,з/п не ук,Резюме
Сварщик-монтажник,3 000,Резюме
Разнорабочий,з/п не ук,Резюме
Столяр,2 000,Вакансии
"Газорезчики, демонтаж",з/п не ук,Резюме
Швея-надомница,800,Вакансии
"Медсестра - уколы, помощь на дому",500,Резюме
Отделочники,з/п не ук,Резюме
Водитель с личным автомобилем,10 000,Резюме
"Кожгалантерейное, обувное производство",25 000,Резюме
Начальник производства металлоконструкций,5 000,Резюме
Любая,з/п не ук,Резюме
"Работа на постоянной основе, все согласно по тк рф",40 000,Резюме
"Секретарь, офис-менеджер, администратор",28 000,Резюме
Охранник без лицензии,40 000,Вакансии
Работа В ночь Охрана безопасность,2 000,Резюме
Водитель курьер м. Балтийская,50 000,Вакансии
2 подсобника,1 300,Резюме
"Медсестра - уколы, помощь на дому",500,Резюме
Отделочники,з/п не ук,Резюме
Водитель с личным автомобилем,10 000,Резюме
"Кожгалантерейное, обувное производство",25 000,Резюме
Начальник производства металлоконструкций,5 000,Резюме
Любая,з/п не ук,Резюме
"Работа на постоянной основе, все согласно по тк рф",40 000,Резюме
"Секретарь, офис-менеджер, администратор",28 000,Резюме
Охранник без лицензии,40 000,Вакансии
Работа В ночь Охрана безопасность,2 000,Резюме
Водитель курьер м. Балтийская,50 000,Вакансии
2 подсобника,1 300,Резюме
Повар японской кухни,з/п не ук,Резюме
Подсобный рабочий,33 000,Вакансии
Инженер-регулировщик рэа,35 000,Резюме
"Бухгалтер, главный бухгалтер",5 000,Резюме
Требуется продавец в магазин разливного пива,з/п не ук,Вакансии
Нач. участка. Прораб (отделочные работы),50 000,Резюме
Водитель эвакуатора,500,Резюме
Главный бухгалтер (совместительство),з/п не ук,Резюме
Подсобники ищут подработку(Русские),1 269,Резюме
Менеджер по оформлению иностранцев (по кадрам),30 000,Резюме
Ищу работу,з/п не ук,Резюме
Рубщик мяса,30 000,Резюме
Продавец-кассир,1 000,Вакансии
Продавец-кассир KFC Пулково,20 000,Вакансии
Парикмахер-универсал,45 000,Вакансии
Водитель такси (уникальные условия),90 000,Вакансии
Работник ресторана KFC Пулково,20 000,Вакансии
Бригада грузчиков,150,Резюме
"Начальник Участка, Руководитель Проекта, Прораб",з/п не ук,Резюме
Управляющий азс,50 000,Резюме
Монтажник слаботочных систем (только по выходным ),1 000,Резюме
Главный бухгалтер (частичная занятость),15 000,Резюме
Тонировщик(выездной),з/п не ук,Резюме
Техник картограф,150 000,Резюме
"Газоэлектросварщик, сварщик полипропилена",з/п не ук,Резюме
Гитарист ищет работу в кафе,3 000,Резюме
Репетитор по гитаре,900,Резюме
Ищу работу. Подсобный рабочий. Ежедневные выплаты,200,Резюме
Продавцы молочных отделов,35 000,Вакансии
Расклейщик объявлений,1 000,Вакансии
Мебельный бизнес,50 000,Резюме
Официант в ресторан,30 000,Вакансии
Массажист LPG (пр. Большевиков),40 000,Вакансии
Массажист,2 000,Резюме
Водитель автобуса,200,Резюме
Бухгалтер/ Главный бухгалтер,40 000,Резюме
SEO-оптимизатор,з/п не ук,Резюме
Руководитель службы безопасности,50 000,Резюме
Плиточник,з/п не ук,Резюме
"Администратор, помощник руководителя",20 000,Вакансии
Продавец,25 000,Резюме
Продавец овощей,35 000,Резюме
Водитель-курьер на личном автомобиле,з/п не ук,Резюме
Монтажник систем вентиляции и кондиционирования,60 000,Резюме
"Грузчики, разнорабочие, подсобники",150,Резюме
Требуется pr менеджер,40 000,Вакансии
Сотрудник службы охраны,30 000,Резюме
Парикмахер-универсал,35 000,Вакансии
Выполню любую работу сварщиком,500,Резюме
Водитель зоотакси,37 500,Вакансии
Администратор/ офис-менеджер/ секретарь,40 000,Резюме
Олег 31 год ищу работу на постоянной основе,з/п не ук,Резюме
"Кладовщик комплектовщик, фасовщик, упаковщик",25 000,Резюме
Водитель Деда Мороза и Снегурочки,з/п не ук,Резюме
Требуется специалист по обработке фото в фотошоп,35 000,Вакансии
Мастер ремонт квартиры,з/п не ук,Резюме
Лаборант химического анализа,30 000,Вакансии
Зам. нач. склада,30 000,Резюме
"Ищу подработку(частник, Русский)",1 269,Резюме
Сборщик-комплектовщик,56 000,Вакансии
Продавец-консультант,35 000,Вакансии
Водитель такси АКПП авто компании Оклад +,50 000,Вакансии
Парикмахер-универсал,45 000,Вакансии
Кассир-продавец,25 000,Резюме
Водитель кат В. /возможно с личным авто,з/п не ук,Резюме
Работа Водителем в службе такси,70 000,Вакансии
Разнорабочий-Электросварщик,3 000,Резюме
"Администратор, офис менеджер",30 000,Резюме
Водитель с личным автомобилем микроавтобусом,з/п не ук,Резюме
"Секретарь, администратор, офис менеджер",25 000,Вакансии
Кладовщик склада,35 000,Вакансии
Кальянщик,35 000,Резюме
Ищу работу с проживанием,2 000,Резюме
Любая,з/п не ук,Резюме
"Грузчики, разнорабочие, подсобники",150,Резюме
Кальянщик,35 000,Резюме
Администратор,25 000,Резюме
Разнорабочий,30 000,Резюме
Слесарь по ремонту и монтажу газового оборудования,70 000,Вакансии
Монтажник кухонь,з/п не ук,Резюме
Охранник,з/п не ук,Резюме
Водитель со своим авто,30 000,Резюме
Сборщик мебели,з/п не ук,Резюме
Мастер маникюра,50 000,Резюме
"Главный бухгалтер, бухгалтер удаленно",5 000,Резюме
Главный бухгалтер,5 000,Резюме
Продавец молока. Уличная торговля,45 000,Вакансии
Консультант,1 000,Резюме
Водитель кат. В или С,з/п не ук,Резюме
Рассмотрю любые варианты,29 000,Резюме
Официант-бармен,25 000,Вакансии
Парикмахер - универсал,30 000,Вакансии
Менеджер ресторана,30 000,Вакансии
Мастер маникюра на график 1/3,1 500,Вакансии
Разнорабочий на стройку,1 500,Вакансии
"Мастер по ремонту телефонов, планшетов, ноутбуки",з/п не ук,Резюме
Производственный рабочий/оператор,30 000,Резюме
Оператор пк в офис,30 000,Резюме
Любая,30 000,Резюме
Продавец-консультант,30 000,Резюме
Диспетчер,40 000,Резюме
Ищу подработку,30 000,Резюме
Сварщик,з/п не ук,Резюме
Расклейщик объявлений,35 700,Вакансии
Машинист экскаватора. водитель погрузчика CDE,з/п не ук,Резюме
Медсестра палатная,40 000,Вакансии
Монтажник слаботочных систем (разовые работы),з/п не ук,Резюме
Водитель на личном автомобиле,45 000,Резюме
Официант на загородную базу отдыха,20 000,Вакансии
Водитель Яндекс. Такси и Гет Такси (Gett),100 000,Вакансии
Автослесарь,50 000,Вакансии
Бармен-официант,30 000,Резюме
Вокалистка,з/п не ук,Резюме
Подработка на неделю в магазине одежда,5 000,Вакансии
Водитель-экспедитор,40 000,Резюме
Бухгалтер на первичную документацию на базу отдыха,30 000,Вакансии
Продавец-консультант,40 000,Вакансии
Оператор 1С,25 000,Резюме
Кассир-продавец,з/п не ук,Резюме
"Багетный мастер, маляр по дереву",35 000,Резюме
Водитель ищет развозку,з/п не ук,Резюме
Охранник,2 500,Резюме
"Административно-распорядительная, Безопасность",100 000,Резюме
Прораб с бригадой,з/п не ук,Резюме
"Водитель кат. B, C, D",35 000,Резюме
Водитель курьер м. Чернышевская,50 000,Вакансии
Сиделка,з/п не ук,Резюме
Бесплатное обучение и работа в салоне,50 000,Вакансии
Сиделка,з/п не ук,Резюме
Швея Мебель,60 000,Вакансии
Тренер-инструктор/ управляющий,60 000,Резюме
Мастер Маникюра. Бесплатное обучение и работа,60 000,Вакансии
Кладовщик склада,28 000,Вакансии
Работа с ежедневными выплатами,з/п не ук,Резюме
Мастер отделочных работ,60 000,Резюме
